技A,技B
十字切り,無双三段
十字切り,イド・ブレイク
十字切り,連射
十字切り,瞬速の矢
十字切り,水晶のピラミッド
十字切り,ウッドストック
十字切り,フレイムナーガ
十字切り,樹打
十字切り,プレス
追突剣,正拳
追突剣,裏拳
追突剣,胴抜き
追突剣,ボコボコ
追突剣,鬼走り
追突剣,爆砕鉄拳
追突剣,ハートブレイク
追突剣,アームハンマー
追突剣,キックラッシュ
追突剣,コークスクリュー
追突剣,蹴上がり
追突剣,三角蹴り
追突剣,キッチンシンク
追突剣,滝登り
追突剣,三龍旋
追突剣,カムイ
追突剣,切り返し
追突剣,十字切り
追突剣,払い抜け
追突剣,かすみ二段
追突剣,なで斬り
追突剣,クロスブレイク
追突剣,みじん斬り
追突剣,龍尾返し
追突剣,かぶと割り
追突剣,逆風の太刀
追突剣,トマホーク
追突剣,ハイパーハンマー
追突剣,一人時間差
追突剣,アクセルターン
追突剣,夜叉横断
追突剣,スカイドライヴ
追突剣,大強撃
追突剣,ヨーヨー
追突剣,高速ナブラ
追突剣,回し打ち
追突剣,ハートビート
追突剣,海老殺し
追突剣,骨砕き
追突剣,どら鳴らし
追突剣,痛打
追突剣,二段突き
追突剣,チャージ
追突剣,高波返し
追突剣,脳削り
追突剣,エイミング
追突剣,スカッシュ
追突剣,極楽連衝
追突剣,狙い撃ち
追突剣,イド・ブレイク
追突剣,サイドワインダー
追突剣,影矢
追突剣,針千本
追突剣,連射
追突剣,瞬速の矢
追突剣,ニードルショット
追突剣,ウッドストック
追突剣,ウォーターハンマー
追突剣,焼殺
追突剣,召雷
追突剣,天雷
追突剣,樹
追突剣,石
追突剣,炎
追突剣,音
追突剣,音波剣
追突剣,音波弾
払い抜け,裏拳
払い抜け,胴抜き
払い抜け,爆砕鉄拳
払い抜け,ハートブレイク
払い抜け,コークスクリュー
払い抜け,三角蹴り
払い抜け,あびせ倒し
払い抜け,キッチンシンク
払い抜け,滝登り
払い抜け,カムイ
払い抜け,切り返し
払い抜け,十字切り
払い抜け,かすみ二段
払い抜け,なで斬り
払い抜け,クロスブレイク
払い抜け,みじん斬り
払い抜け,龍尾返し
払い抜け,逆風の太刀
払い抜け,トマホーク
払い抜け,ハイパーハンマー
払い抜け,アクセルターン
払い抜け,大強撃
払い抜け,ヨーヨー
払い抜け,ハートビート
払い抜け,海老殺し
払い抜け,骨砕き
払い抜け,どら鳴らし
払い抜け,痛打
払い抜け,二段突き
払い抜け,脳削り
払い抜け,エイミング
払い抜け,スカッシュ
払い抜け,狙い撃ち
払い抜け,イド・ブレイク
払い抜け,サイドワインダー
払い抜け,影矢
払い抜け,針千本
払い抜け,ニードルショット
払い抜け,ウッドストック
払い抜け,ウォーターハンマー
払い抜け,焼殺
払い抜け,召雷
払い抜け,天雷
払い抜け,樹
払い抜け,石
払い抜け,炎
払い抜け,音
払い抜け,音波剣
払い抜け,音波弾
スマッシュ,正拳
スマッシュ,裏拳
スマッシュ,胴抜き
スマッシュ,熊掌打
スマッシュ,ボコボコ
スマッシュ,キックラッシュ
スマッシュ,コークスクリュー
スマッシュ,蹴上がり
スマッシュ,三角蹴り
スマッシュ,キッチンシンク
スマッシュ,切り返し
スマッシュ,十字切り
スマッシュ,追突剣
スマッシュ,払い抜け
スマッシュ,かすみ二段
スマッシュ,なで斬り
スマッシュ,クロスブレイク
スマッシュ,みじん斬り
スマッシュ,龍尾返し
スマッシュ,かぶと割り
スマッシュ,天地二段
スマッシュ,逆風の太刀
スマッシュ,トマホーク
スマッシュ,かかと切り
スマッシュ,ハイパーハンマー
スマッシュ,大木断
スマッシュ,一人時間差
スマッシュ,スカルクラッシュ
スマッシュ,アクセルターン
スマッシュ,夜叉横断
スマッシュ,スカイドライヴ
スマッシュ,大強撃
スマッシュ,高速ナブラ
スマッシュ,回し打ち
スマッシュ,ハートビート
スマッシュ,海老殺し
スマッシュ,骨砕き
スマッシュ,脳天直撃
スマッシュ,どら鳴らし
スマッシュ,痛打
スマッシュ,削岩撃
スマッシュ,払い突き
スマッシュ,二段突き
スマッシュ,草伏せ
スマッシュ,チャージ
スマッシュ,くし刺し
スマッシュ,高波返し
スマッシュ,エイミング
スマッシュ,スカッシュ
スマッシュ,光の腕
スマッシュ,極楽連衝
スマッシュ,蓮華衝
スマッシュ,狙い撃ち
スマッシュ,針千本
スマッシュ,連射
スマッシュ,瞬速の矢
スマッシュ,ニードルショット
スマッシュ,ウッドストック
スマッシュ,フレイムナーガ
スマッシュ,召雷
スマッシュ,樹
スマッシュ,樹打
スマッシュ,プレス
かすみ二段,正拳
かすみ二段,裏拳
かすみ二段,胴抜き
かすみ二段,熊掌打
かすみ二段,ボコボコ
かすみ二段,キックラッシュ
かすみ二段,蹴上がり
かすみ二段,三角蹴り
かすみ二段,キッチンシンク
かすみ二段,追突剣
かすみ二段,払い抜け
かすみ二段,かすみ二段
かすみ二段,なで斬り
かすみ二段,みじん斬り
かすみ二段,かぶと割り
かすみ二段,天地二段
かすみ二段,トマホーク
かすみ二段,かかと切り
かすみ二段,ハイパーハンマー
かすみ二段,大木断
かすみ二段,一人時間差
かすみ二段,スカルクラッシュ
かすみ二段,アクセルターン
かすみ二段,夜叉横断
かすみ二段,スカイドライヴ
かすみ二段,大強撃
かすみ二段,高速ナブラ
かすみ二段,ハートビート
かすみ二段,骨砕き
かすみ二段,脳天直撃
かすみ二段,痛打
かすみ二段,削岩撃
かすみ二段,払い突き
かすみ二段,二段突き
かすみ二段,草伏せ
かすみ二段,くし刺し
かすみ二段,エイミング
かすみ二段,スカッシュ
かすみ二段,光の腕
かすみ二段,極楽連衝
かすみ二段,蓮華衝
かすみ二段,連射
かすみ二段,瞬速の矢
かすみ二段,ウッドストック
かすみ二段,フレイムナーガ
かすみ二段,樹打
かすみ二段,プレス
ファイナルレター,正拳
ファイナルレター,裏拳
ファイナルレター,胴抜き
ファイナルレター,熊掌打
ファイナルレター,ボコボコ
ファイナルレター,キックラッシュ
ファイナルレター,コークスクリュー
ファイナルレター,蹴上がり
ファイナルレター,三角蹴り
ファイナルレター,キッチンシンク
ファイナルレター,切り返し
ファイナルレター,十字切り
ファイナルレター,追突剣
ファイナルレター,払い抜け
ファイナルレター,かすみ二段
ファイナルレター,なで斬り
ファイナルレター,クロスブレイク
ファイナルレター,みじん斬り
ファイナルレター,龍尾返し
ファイナルレター,かぶと割り
ファイナルレター,天地二段
ファイナルレター,逆風の太刀
ファイナルレター,トマホーク
ファイナルレター,かかと切り
ファイナルレター,ハイパーハンマー
ファイナルレター,大木断
ファイナルレター,一人時間差
ファイナルレター,スカルクラッシュ
ファイナルレター,アクセルターン
ファイナルレター,夜叉横断
ファイナルレター,スカイドライヴ
ファイナルレター,大強撃
ファイナルレター,高速ナブラ
ファイナルレター,回し打ち
ファイナルレター,ハートビート
ファイナルレター,海老殺し
ファイナルレター,骨砕き
ファイナルレター,脳天直撃
ファイナルレター,どら鳴らし
ファイナルレター,痛打
ファイナルレター,削岩撃
ファイナルレター,払い突き
ファイナルレター,二段突き
ファイナルレター,草伏せ
ファイナルレター,チャージ
ファイナルレター,くし刺し
ファイナルレター,高波返し
ファイナルレター,エイミング
ファイナルレター,スカッシュ
ファイナルレター,光の腕
ファイナルレター,極楽連衝
ファイナルレター,蓮華衝
ファイナルレター,狙い撃ち
ファイナルレター,針千本
ファイナルレター,連射
ファイナルレター,瞬速の矢
ファイナルレター,ニードルショット
ファイナルレター,ウッドストック
ファイナルレター,フレイムナーガ
ファイナルレター,召雷
ファイナルレター,樹
ファイナルレター,樹打
ファイナルレター,プレス
なで斬り,正拳
なで斬り,裏拳
なで斬り,胴抜き
なで斬り,熊掌打
なで斬り,ボコボコ
なで斬り,爆砕鉄拳
なで斬り,ハートブレイク
なで斬り,キックラッシュ
なで斬り,コークスクリュー
なで斬り,蹴上がり
なで斬り,三角蹴り
なで斬り,あびせ倒し
なで斬り,キッチンシンク
なで斬り,滝登り
なで斬り,カムイ
なで斬り,切り返し
なで斬り,十字切り
なで斬り,追突剣
なで斬り,払い抜け
なで斬り,かすみ二段
なで斬り,なで斬り
なで斬り,クロスブレイク
なで斬り,みじん斬り
なで斬り,龍尾返し
なで斬り,かぶと割り
なで斬り,天地二段
なで斬り,逆風の太刀
なで斬り,トマホーク
なで斬り,かかと切り
なで斬り,ハイパーハンマー
なで斬り,大木断
なで斬り,一人時間差
なで斬り,スカルクラッシュ
なで斬り,アクセルターン
なで斬り,夜叉横断
なで斬り,スカイドライヴ
なで斬り,大強撃
なで斬り,ヨーヨー
なで斬り,高速ナブラ
なで斬り,ハートビート
なで斬り,海老殺し
なで斬り,骨砕き
なで斬り,脳天直撃
なで斬り,どら鳴らし
なで斬り,痛打
なで斬り,削岩撃
なで斬り,払い突き
なで斬り,二段突き
なで斬り,草伏せ
なで斬り,くし刺し
なで斬り,脳削り
なで斬り,エイミング
なで斬り,スカッシュ
なで斬り,光の腕
なで斬り,極楽連衝
なで斬り,蓮華衝
なで斬り,狙い撃ち
なで斬り,イド・ブレイク
なで斬り,サイドワインダー
なで斬り,影矢
なで斬り,針千本
なで斬り,連射
なで斬り,瞬速の矢
なで斬り,ニードルショット
なで斬り,ウッドストック
なで斬り,ウォーターハンマー
なで斬り,フレイムナーガ
なで斬り,焼殺
なで斬り,召雷
なで斬り,天雷
なで斬り,樹
なで斬り,石
なで斬り,炎
なで斬り,音
なで斬り,樹打
なで斬り,音波剣
なで斬り,音波弾
なで斬り,プレス
クロスブレイク,正拳
クロスブレイク,裏拳
クロスブレイク,胴抜き
クロスブレイク,熊掌打
クロスブレイク,ボコボコ
クロスブレイク,鬼走り
クロスブレイク,アームハンマー
クロスブレイク,キックラッシュ
クロスブレイク,蹴上がり
クロスブレイク,三角蹴り
クロスブレイク,キッチンシンク
クロスブレイク,三龍旋
クロスブレイク,切り返し
クロスブレイク,十字切り
クロスブレイク,追突剣
クロスブレイク,払い抜け
クロスブレイク,かすみ二段
クロスブレイク,なで斬り
クロスブレイク,みじん斬り
クロスブレイク,龍尾返し
クロスブレイク,かぶと割り
クロスブレイク,天地二段
クロスブレイク,逆風の太刀
クロスブレイク,トマホーク
クロスブレイク,かかと切り
クロスブレイク,ハイパーハンマー
クロスブレイク,大木断
クロスブレイク,一人時間差
クロスブレイク,スカルクラッシュ
クロスブレイク,アクセルターン
クロスブレイク,夜叉横断
クロスブレイク,スカイドライヴ
クロスブレイク,大強撃
クロスブレイク,ヨーヨー
クロスブレイク,高速ナブラ
クロスブレイク,回し打ち
クロスブレイク,ハートビート
クロスブレイク,海老殺し
クロスブレイク,骨砕き
クロスブレイク,脳天直撃
クロスブレイク,どら鳴らし
クロスブレイク,痛打
クロスブレイク,削岩撃
クロスブレイク,払い突き
クロスブレイク,二段突き
クロスブレイク,草伏せ
クロスブレイク,チャージ
クロスブレイク,くし刺し
クロスブレイク,高波返し
クロスブレイク,エイミング
クロスブレイク,スカッシュ
クロスブレイク,光の腕
クロスブレイク,極楽連衝
クロスブレイク,蓮華衝
クロスブレイク,サイドワインダー
クロスブレイク,連射
クロスブレイク,瞬速の矢
クロスブレイク,ニードルショット
クロスブレイク,ウッドストック
クロスブレイク,フレイムナーガ
クロスブレイク,樹
クロスブレイク,樹打
クロスブレイク,プレス
みじん斬り,裏拳
みじん斬り,キッチンシンク
みじん斬り,かすみ二段
みじん斬り,なで斬り
みじん斬り,トマホーク
みじん斬り,ハートビート
